univers, 0.004524886877828055, 2, 0, 1
suggest, 0.004524886877828055, 2, 0, 1
equal, 0.004524886877828055, 2, 0, 1
next, 0.004524886877828055, 2, 0, 1
steadili, 0.004524886877828055, 2, 0, 1
Jennif, 0.004524886877828055, 2, 0, 1
could, 0.004524886877828055, 2, 0, 1
bad, 0.004524886877828055, 2, 0, 1
great, 0.004524886877828055, 2, 0, 1
defin, 0.004524886877828055, 2, 0, 1
second, 0.004524886877828055, 2, 0, 1
futur, 0.004524886877828055, 2, 0, 1
add, 0.004524886877828055, 2, 0, 1
effect, 0.004524886877828055, 2, 0, 1
patern, 0.004524886877828055, 2, 0, 1
import, 0.004524886877828055, 2, 0, 1
medic, 0.004524886877828055, 2, 0, 1
take, 0.004524886877828055, 2, 0, 1
grade, 0.004524886877828055, 2, 0, 1
case, 0.004524886877828055, 2, 0, 1
one, 0.004524886877828055, 2, 0, 1
skew, 0.004524886877828055, 2, 0, 1
thing, 0.004524886877828055, 2, 0, 1
offic, 0.004524886877828055, 2, 0, 1
achiev, 0.004524886877828055, 2, 0, 1
child, 0.004524886877828055, 2, 0, 1
mother, 0.004524886877828055, 2, 0, 1
differ, 0.004524886877828055, 2, 0, 1
countri, 0.004524886877828055, 2, 0, 1
tell, 0.004524886877828055, 2, 0, 1
comparison, 0.004524886877828055, 2, 0, 1
psychiatr, 0.004524886877828055, 2, 0, 1
role, 0.004524886877828055, 2, 0, 1
report, 0.004524886877828055, 2, 0, 1
question, 0.004524886877828055, 2, 0, 1
difficult, 0.004524886877828055, 2, 0, 1
two, 0.004524886877828055, 2, 0, 1
fail, 0.004524886877828055, 2, 0, 1
late, 0.004524886877828055, 2, 0, 1
vari, 0.004524886877828055, 2, 0, 1
expert, 0.004524886877828055, 2, 0, 1
simpli, 0.004524886877828055, 2, 0, 1
bipolar, 0.004524886877828055, 2, 0, 1
may, 0.004524886877828055, 2, 0, 1
father, 0.004524886877828055, 2, 0, 1
book, 0.004524886877828055, 2, 0, 1
score, 0.004524886877828055, 2, 0, 1
drive, 0.004524886877828055, 2, 0, 1
seriou, 0.004524886877828055, 2, 0, 1
diet, 0.004524886877828055, 2, 0, 1
diagnos, 0.004524886877828055, 2, 0, 1
decad, 0.004524886877828055, 2, 0, 1
sweden, 0.004524886877828055, 2, 0, 1
convinc, 0.004524886877828055, 2, 0, 1
build, 0.004524886877828055, 2, 0, 1
ryan, 0.004524886877828055, 2, 0, 1
indiana, 0.004524886877828055, 2, 0, 1
mutat, 0.004524886877828055, 2, 0, 1
larg, 0.004524886877828055, 2, 0, 1
wale, 0.004524886877828055, 2, 0, 1
studi, 0.004524886877828055, 2, 0, 1
few, 0.004524886877828055, 2, 0, 1
appear, 0.004524886877828055, 2, 0, 1
adhd, 0.004524886877828055, 2, 0, 1
link, 0.004524886877828055, 2, 0, 1
perform, 0.004524886877828055, 2, 0, 1
would, 0.004524886877828055, 2, 0, 1
shock, 0.004524886877828055, 2, 0, 1
except, 0.004524886877828055, 2, 0, 1
seem, 0.004524886877828055, 2, 0, 1
environment, 0.004524886877828055, 2, 0, 1
young, 0.004524886877828055, 2, 0, 1
result, 0.004524886877828055, 2, 0, 1
time, 0.004524886877828055, 2, 0, 1
stori, 0.004524886877828055, 2, 0, 1
old, 0.004524886877828055, 2, 0, 1
possibl, 0.004524886877828055, 2, 0, 1
like, 0.004524886877828055, 2, 0, 1
diagnosi, 0.004524886877828055, 2, 0, 1
saw, 0.004524886877828055, 2, 0, 1
