stress, 0.0006303581043142179, 1
dream, 0.000623368946753, 1
cancer, 0.000613085838459227, 1
brain, 0.0006064198441640826, 1
synaesthet, 0.0005987006902992765, 1
parent, 0.0005965187128512322, 1
child, 0.0005927251636367763, 1
mous, 0.00059151076122109, 1
googl, 0.0005912276933485689, 1
synaesthesia, 0.000587215123097249, 1
rotor, 0.0005830130292957769, 1
depress, 0.0005738637112366723, 1
street, 0.0005674299103635158, 1
simul, 0.0005641299504914577, 1
code, 0.000555894310549922, 1
lucid, 0.0005515141760753902, 1
school, 0.0005508499149174643, 1
father, 0.0005434338887161199, 1
court, 0.0005369715162659583, 1
privaci, 0.0005296912446618499, 1
sleep, 0.0005294252772017783, 1
datum, 0.0005293225239810338, 1
age, 0.0005285392653501236, 1
edit, 0.0005273759726881317, 1
wikipedia, 0.0005273759726881317, 1
immun, 0.0005271688236276957, 1
galaxi, 0.0005253520126657937, 1
book, 0.0005246816426188845, 1
amazon, 0.0005237415560328358, 1
search, 0.0005234440058105248, 1
gene, 0.0005191961914220304, 1
machin, 0.0005190296220190466, 1
studi, 0.0005151764455121482, 1
letter, 0.0005151122564936809, 1
secur, 0.0005107851568949811, 1
risk, 0.0005057012130145037, 1
growth, 0.0005049180642198462, 1
infect, 0.0005045717554321285, 1
leptin, 0.0005045251175908613, 1
view, 0.0005030819814724381, 1
store, 0.0005027806792000861, 1
rule, 0.0005004434666751085, 1
research, 0.0004993665123105705, 1
ketamin, 0.0004993639421537822, 1
retail, 0.0004985048027393201, 1
bookshop, 0.0004982686048541787, 1
independ, 0.0004982686048541787, 1
shop, 0.0004957680508505539, 1
height, 0.0004954702611825355, 1
articl, 0.0004921789445927079, 1
star, 0.0004906047534642228, 1
compani, 0.0004878277780797053, 1
hormon, 0.00048600574475637774, 1
educ, 0.0004858010145568433, 1
devic, 0.00048537111728149903, 1
tall, 0.0004844162206040641, 1
crib, 0.000482522622509046, 1
gear, 0.00048155676624506746, 1
robot, 0.0004810040549361763, 1
run, 0.0004803127888294109, 1
wheel, 0.0004798770621474744, 1
experi, 0.0004795143100104221, 1
countri, 0.00047916733343099344, 1
say, 0.00047894207027392844, 1
genet, 0.000478897965487798, 1
patient, 0.00047744194469760817, 1
world, 0.00047655649571310224, 1
technolog, 0.0004760998781034563, 1
health, 0.00047493726455538913, 1
comput, 0.0004748245757562561, 1
disord, 0.0004734733077580979, 1
mechan, 0.00047004498990935975, 1
user, 0.00046949966517452366, 1
rise, 0.0004691151913936892, 1
editor, 0.0004680895840431704, 1
need, 0.0004675024547825286, 1
babi, 0.0004673047360439658, 1
site, 0.0004667281357684129, 1
pain, 0.0004666454800603055, 1
enigma, 0.00046627283854829384, 1
