attitud, 0.0024096385542168677, 1
start, 0.0024096385542168677, 1
room, 0.0024096385542168677, 1
induc, 0.0024096385542168677, 1
effect, 0.0024096385542168677, 1
predict, 0.0024096385542168677, 1
shape, 0.0024096385542168677, 1
editor, 0.0024096385542168677, 1
area, 0.0024096385542168677, 1
advantag, 0.0024096385542168677, 1
field, 0.0024096385542168677, 1
often, 0.0024096385542168677, 1
smell, 0.0024096385542168677, 1
group, 0.0024096385542168677, 1
nijmegen, 0.0024096385542168677, 1
good, 0.0024096385542168677, 1
match, 0.0024096385542168677, 1
evid, 0.0024096385542168677, 1
explicit, 0.0024096385542168677, 1
sens, 0.0024096385542168677, 1
observ, 0.0024096385542168677, 1
lexic, 0.0024096385542168677, 1
show, 0.0024096385542168677, 1
carri, 0.0024096385542168677, 1
base, 0.0024096385542168677, 1
ladi, 0.0024096385542168677, 1
memori, 0.0024096385542168677, 1
movement, 0.0024096385542168677, 1
relev, 0.0024096385542168677, 1
exampl, 0.0024096385542168677, 1
bit, 0.0024096385542168677, 1
bad, 0.0024096385542168677, 1
repres, 0.0024096385542168677, 1
aim, 0.0024096385542168677, 1
tell, 0.0024096385542168677, 1
produc, 0.0024096385542168677, 1
banissi, 0.0024096385542168677, 1
detect, 0.0024096385542168677, 1
neurosci, 0.0024096385542168677, 1
suffici, 0.0024096385542168677, 1
function, 0.0024096385542168677, 1
music, 0.0024096385542168677, 1
whisk, 0.0024096385542168677, 1
share, 0.0024096385542168677, 1
goldsmith, 0.0024096385542168677, 1
result, 0.0024096385542168677, 1
young, 0.0024096385542168677, 1
go, 0.0024096385542168677, 1
form, 0.0024096385542168677, 1
relat, 0.0024096385542168677, 1
mirror, 0.0024096385542168677, 1
see, 0.0024096385542168677, 1
broadli, 0.0024096385542168677, 1
least, 0.0024096385542168677, 1
broad, 0.0024096385542168677, 1
tip, 0.0024096385542168677, 1
sensori, 0.0024096385542168677, 1
uniqu, 0.0024096385542168677, 1
mental, 0.0024096385542168677, 1
exist, 0.0024096385542168677, 1
